run_ref,checkpoint,use_sim_state_effective,sim_state_subscriber_started,first_lowcmd_received,motion_init_joint_max_err,max_dz,t_at_max_dz,robot_drop_from_initial,max_sparse_root_command_abs
ppo_first_contact_aware_h1,wandb://zihanw22/carry-any/zxz3hd8h/latest,False,False,True,,0.23,2.5,0.692,0.0
