run_ref,checkpoint,use_sim_state_effective,sim_state_subscriber_started,first_lowcmd_received,motion_init_joint_max_err,max_dz,t_at_max_dz,robot_drop_from_initial,max_sparse_root_command_abs
w5qostjn,latest,False,False,True,0.0,0.481,2.0,0.19600000000000006,3.0425403118133545
