run_ref,checkpoint,use_sim_state_effective,sim_state_subscriber_started,first_lowcmd_received,motion_init_joint_max_err,max_dz,t_at_max_dz,robot_drop_from_initial,max_sparse_root_command_abs
zihanw22/carry-any/zxz3hd8h,latest,False,False,True,,0.007,1.5,0.694,0.0
