run_ref,checkpoint,use_sim_state_effective,sim_state_subscriber_started,first_lowcmd_received,motion_init_joint_max_err,max_dz,t_at_max_dz,robot_drop_from_initial,max_sparse_root_command_abs
tvtwx4to,latest,True,True,True,0.0,0.751,2.5,0.65,0.0
